tweet_count;username;text;created_at;retweets;likes;sentiment
189;Sindhu Hirani Blume (she/her);"Today, I interviewed PwC''s Dave Camp about corporate &amp; legislative priorities and how -- and whether -- a post-tax-reform bump is sustainable. He told us all about it on insidetaxpolicy. teampwc   @PwC_Tax";2018-01-25;3;2;0
190;PwC Indonesia;48% of CEOs polled say future EconomicGrowth will benefit the many. So where does that leave the rest? Explore CEOSurvey:;2018-01-25;0;1;0.25
191;T-Mobile PWC;PWC T-Mobile in the house at  @TheHersheyBears game tonight! Stop by and check us out! @JohnLegere @TMobile @Rappc1973 @ExpStores ;2018-01-24;2;22;-0.625
192;DiploMix;CCI @FACCWDC: Our member @PwC_LLP named named a 2018 Best Employer for Diversity by @Forbes;2018-01-25;0;0;1
193;Bloomberg Originals;These are the steps PwC's taking to prevent another Oscars flub tictocnews;2018-01-25;4;3;0
194;Hannah Jackson;Final stop today! Come say hello and find out about our current @PwC_NI School Leaver opportunities @BallyclareHigh from 6-9pm tonight! headstart workexperience ;2018-01-24;1;5;0
195;Rod Adams;A chief concern among recent college graduates? Student debt. Watch for how PwC plans to help recent grads:;2018-01-24;2;3;0
196;Sarah O'Donnell;From digital skills to people development, how are UK CEOs preparing for the future of work? Read our @PwC_UK  CEOSurvey:;2018-01-24;1;0;0
197;PWC;One of the goals for PWC, is to prepare our members for life after college.;2018-01-24;4;4;0
198;Sarah O'Donnell;Can I recognise my revenue? Learn the last of the IFRS15 five steps in the latest @PwC_UK IFRS 15 video:;2018-01-24;0;0;0.25
199;Imogen Shacklock;Years 10-13? Have you entered the @PwC_UK_Careers National Schools Employability Challenge for a chance to be our January champion? Enter here: NSEC2018 @ratemyapp_ship @GDST @Girlguiding @MTLtweet @PathwayCTM @Stemettes;2018-01-24;2;4;0
200;PwC Malta;Global Assets under Management will almost double in size by 2025. Explore PwC’s new report:;2018-01-24;0;0;0.04545454545454545
201;Dean Farthing;PwC's Legal Insight Day is for 1st Year Law Students to get an insight of what it's like to be a trainee at PwC: ;2018-01-24;1;1;0.2
202;Hannah Jackson;"On the road today @boysmodelschool! Come along and chat to us about our @PwC_NI Year 13 &amp; 14 opportunities!  ";2018-01-24;4;6;0
203;PwC Malta;4IR: How can we ensure it’s a sustainable revolution? Where there’s a will, there’s a way:  PwC;2018-01-24;0;0;0
204;Ian PwC Tax Tech;I just took PwC’s quiz on the futureofwork. I’m a Green World person – which world would you thrive in?;2018-01-24;2;3;-0.2
205;Stephanie Hyde;Proud to be working with Align17 - a new Impact investment marketplace to unlock private wealth for profit and purpose. nextgen GlobalGoals @UBS @PwC @wef;2018-01-24;3;2;0.31212121212121213
207;PwC US;Majority of CEOs are confident in their revenue growth this year - more key takeaways of our CEOSurvey from @Timothy_F_Ryan from WEF18  ;2018-01-24;18;22;0.3333333333333333
208;PwC India;Here is our wishlist for Personal Tax from Budget2018. Reply with your expectations from the budget this year. BudgetwithPwC  ;2018-01-24;5;5;0
209;PwC Malta;"PwC predicts asset &amp; wealth mgmt revolution. Industry’s involvement in niche areas will dramatically increase:  via @TheTimesofMalta";2018-01-24;0;0;0
3;Chris Lyon;PwC report: BBC gender pay gap driven by justifiable factors unrelated to gender [e.g.] experience, skills, market influences, and by fewer women being in senior positions / i.e. what you get when methodological individualist quants do sociological questions;2018-01-30;2;3;0
4;Emma Suchland;Would you like to be part of PwC’s Club? Sign up today!;2018-01-30;0;3;0
5;Nicolas Bombourg;ImMBM jblefevre60 PwC ipfconline1 ahier SpirosMargaris JimMarous TheMisterFavor LouisSerge chboursin mallys_ jerome_joffre 3itcom Hi Martin, It's spread across a few different piece, there is more here... ;2018-01-30;2;0;0.09999999999999999
6;sd;PWC report will ruffle some feathers lol;2018-01-30;0;1;0.8
7;Dr Jing Ouyang;Fantastic representation of the @NHSEngland clinician entrepreneur programme at @PwC_UK @LocumTap @virtimed @DrTonyYoung @MearLiz ;2018-01-30;4;8;0.4
8;Prince William County Police Department;"With great sorrow, we announce the passing of K9 Max. He was a 10-year-old German Shepherd &amp;loyal companion to Det Lane. Trained in narcotics he helped take drugs off the streets for 9 years. How lucky we are to have served w/one who is so hard to say good-bye to";2018-01-30;13;70;0.21041666666666664
9;Going Concern;Auditors and Fraud: Where Does Responsibility Lie in the Wake of the FDIC’s Win Against PwC? ;2018-01-30;0;1;0.8
10;Corinium;Our second set of discussion groups looking at technology development with @PwC in Room A and structuring teams in Room B;2018-01-30;2;3;0
11;Jason Pett;Break through analytics arrested evolution with these 5 steps from PwC ;2018-01-30;2;3;0
12;Lumeon;"Excited to be at event hosted by @PwC_UK great turnout of providers &amp; investors looking for new ways to digitally transform health ";2018-01-30;0;2;0.3278409090909091
13;PWC;We would like to wish our Director of Financial Affairs a Happy Birthday! @ayezahholmes ;2018-01-30;8;13;0.5
14;PwC UK Careers;"We are recruiting!Our Yorkshire, North East &amp; North West offices have been long established. We have roles available across all our grades &amp; all our business areas. Search and apply today: ";2018-01-30;13;10;0.17500000000000002
15;Dr Jing Ouyang;The metrics speak for themselves but @AnasNader crushed that pitch at. Speak to us about your temporary staffing challenges @PwC_UK @LocumTap @DigiCatapult ;2018-01-30;2;7;-0.1
16;And yet it moves;TIL that it’s *PwC* that conducted a review in to equal pay at the BBC and now will never be able to stop laugh/crying.;2018-01-30;1;2;0.25
17;Brad Silver;Great @BloombergBNA article highlighting PwC's commitment to aiding employees with the financial burdens of education.;2018-01-30;0;2;0.4
18;Tony Hirst;PWC consultants writing report management wanted over BBC pay, rather than consulting those affected. Sounds familiar.;2018-01-30;0;0;0.375
21;PwC Switzerland;Which future world of work will you belong to? Take our five minute quiz to find out ;2018-01-30;1;0;0
184;Amy;Slow down.;2018-01-24;0;5;-0.2277777777777778
210;Fayetteville PWC;MaintenanceAlerts Water construction crews will have Peace St closed from Ramsey St to Irving Dr (Jan. 24th) in order to complete a water lateral renewal. This section of Peace St will be closed until approx. 4PM. Please see the map for an illustration of the affected area.;2018-01-24;4;3;-0.03333333333333333
211;Michael Dingle;"The numbers are in and 🇨🇦 venture-backed companies soared in 2017 raising $2.7B USD across 333 deals. Download the @pwc_tech &amp; @CBinsights 2017 MoneyTree Canada report for full year VC and startup trends:";2018-01-24;48;56;0.35
212;Andy Woodfield (He/Him);I just took PwC’s quiz on the futureofwork. I’m a Green World person – which world would you thrive in? ;2018-01-24;1;2;-0.2
213;Ahpy Bokpe;We live in a fractured world. So which way do CEOs see things moving? See their take in @PwC’s CEOSurvey: SharedFuture ;2018-01-24;2;4;0.13636363636363635
214;Adam Bartha;‘Many think that VAT is a tax on consumers and that corporate taxes are paid by the companies. As any economist will tell you, both might actually be paid by the consumer in the end.’ Stef van Weeghel from @PwC at BruegelEvent;2018-01-24;1;4;0.16666666666666666
215;Brian Ashmead-Siers;I just took PwC’s quiz on the futureofwork. I’m a Blue World person – which world would you thrive in? ;2018-01-24;1;2;0
216;Accountancy Age;PwC’s slapped with 2 year audit ban in India  ;2018-01-24;2;0;0
217;PwC India;What makes the role of a FinTech product manager exciting? Find out here:  PwCFinTech ;2018-01-24;7;7;0.3
218;The Legal 500;EMEA Hungary Great to meet with @PwC_LLP yesterday in London.;2018-01-24;0;0;0.8
219;Thomas Fox;Crisis of the Week: PwC Battles India Ban on Affiliates via @WSJ;2018-01-24;0;0;0
