tweet_count;username;text;created_at;retweets;likes;sentiment
160;Taylor Whittamore;It’s GreyCup Sunday! I’m equally if not more excited than I was trying out the Jiffy Lube Tube at the Grey Cup Festival yesterday!! Follow @PwC_Canada on Instagram for highlights from game day in Edmonton!;2018-11-25;1;20;-0.11328125
161;Mufulo Ng'andwe;PWC Race To Beat Cancer 2018! Did  it for the Women battling Breast and Cervical Cancer.;2018-11-25;10;65;0
162;The Greek Analyst;Impressive report by @PwC_Greece on the next day of Greece's tourism. Fantastic reading.;2018-11-25;13;40;0.4666666666666666
163;PwC  Greece;Have you thought about your family  business legacy and how you can and should continue it?;2018-11-25;1;2;0
164;Dexerto;"Another interview from @BanKsEsports at the PWC during HRX. Straight after their grand final win we spoke to new @PaladinsPro World Champion and tournament MVP @RueBuu of @Envy to discuss what it means to him, how the team kept it together in the grand finals &amp; more!";2018-11-25;4;23;0.3944805194805195
165;Bonnie;The one and only @PwC_Canada National Sponsorship Manager @tay_whitt rocking GreyCup;2018-11-25;1;12;0
166;Mohsin Bin Latheef;Proud to be a part of the @PwC_Canada team for the @UWGreaterTO CN Tower Stair Climb. Lots of panting, sore legs and 29 min 55 secs later, it was well worth the effort. Poverty is simply unignorable. UP4Community;2018-11-25;4;11;0.275
167;Dexerto;More GetToKnow as @BanKsEsports grabs 2019 @PaladinsPro World Champion @rockmonkeytv as we learn a bit more about the @Envy DPS player! PWC HRX DHATL18;2018-11-25;4;22;0.5625
168;PwC Philippines;Aldie Garcia presents the PwC Global Family Business Survey 2018 results: “Strongest growth is from 1st generation family businesses – double-digit growth.”;2018-11-26;0;0;0
169;PwC Philippines;Malou Lim on estate tax amnesty: “6 percent on assets on time of death, not in time of purchase” AgendaonCignalTV;2018-11-26;0;2;0
170;PwC Philippines;Malou Lim on Cito Beltran’s question if private sector or legislators research on electronic registration: “We consult with the BIR on administrative improvements to increase tax compliance” Agenda;2018-11-26;1;4;0
171;PwC Philippines;Malou Lim on Cito Beltran’s question on fear of being chased by authorities after amnesty availment: “Our clients have not been harassed by the BIR” Agenda @onenewsph;2018-11-26;0;1;0
172;PwC Philippines;Bea and Pia Trinidad, 3rd generation, Cravings Group: “We’re building online platforms like an Uber for chefs, and an online marketplace as another channel to sell our products. We want our catering business to be accessible. We’re investing on digital growth.” FamilyBusinesses;2018-11-26;0;1;0.125
173;PwC Philippines;"Bea and Pia Trinidad, 3rd gen, Cravings Group on management style: “We’re not glued to our devices; we still do face-to-face meetings but Viber helps. It promotes collaboration and motivation among our employees.” FamilyBusinesses";2018-11-26;0;3;0
174;PwC Philippines;Alex Cabrera: “Keeping our values in PwC and not being the richest in the process may seem sad, but that’s where our longevity lies.” familybusinesses;2018-11-26;3;9;-0.5
175;PwC Philippines;Happening now: Press conference to launch the PwC Global Family Business Survey 2018 with the @PwC_Philippines team led by Chairman and Senior Partner Alex Cabrera , Assurance Partner Aldie Garcia, and Tax Partner Carlos Carado II. FamilyBusiness;2018-11-26;1;3;0
176;Charlotte Social 360 LLC. (CS360);"PwC boardroom-bytes on blockchain in the enterprise; PwC via @MikeQuindazzit; RT via @CharlotteSoc360 and @thomas4u1";2018-11-26;0;0;0
177;PwC Philippines;Aldie Garcia: “Discussions should happen as soon as possible, not only about succession but also on the continuation of the business model.” FamilyBusinesses;2018-11-26;0;1;0
178;PwC Malta;"The FutureofWork is here - can HR develop the skills to survive? @PwC’s @ecyates &amp; @cmurrayuk take a look:";2018-11-24;0;1;0
179;PwC Philippines;Malou Lim on taxamnesty with corporations as beneficiaries: “Compliance issues are inevitable for corporations. Amnesty applies to delinquencies from 2017.” Agenda;2018-11-26;0;2;0
181;Shannon Ryan;I don't remember what I did say. Maybe I did, maybe I didn't. 88-year-old PWC school board chairman candidate signed affidavit stating he was unaware of phony endorsement campaign. Now, he's telling @WDVMTV he is unsure if he did, or did not authorize the campaign.;2018-11-23;0;2;0
182;David Schmid;Update from the TRG for Credit Losses: November 2018: PwC;2018-11-23;0;1;0
183;Doha Forum;Narcis Sadat, senior consultant at PwC Middle East’s Deals team, discussing social media dividing rather than connecting society at Doha Forum’s Youth Edition. DFYouthEdition;2018-11-24;1;2;0.016666666666666666
184;PwC  Greece;68% of foreign tourist arrivals in Greece originates from EU countries. Explore our new report.;2018-11-24;1;1;0.005681818181818177
185;Maxime G;"3 ways a CISO responds to hacks and cyberattacks; stratandbiz via MikeQuindazzi;; PwC CIO cybersecurity privacy corpgov";2018-11-24;0;1;0
186;Dexerto;Esports is a crazy place, millions want to live the dream but few get to do it. @BanKsEsports talks with @_DiGeDoG_ of @NiPGaming @PaladinsPro team to discuss his career, moving from Australia to play with a European team and how he has adjusted to it all! PWC HRX;2018-11-24;4;45;-0.1659090909090909
187;Maxime G;"RT MikeQuindazzi: 3 ways a CISO responds to hacks and cyberattacks;; stratandbiz via MikeQuindazzi; PwC CIO cybersecurity privacy corpgov";2018-11-24;0;1;0.5
188;Dexerto;So @Yung_Kronicx is a professional @PaladinsPro player for @KangaEsports that may of got knocked out of the PWC last weekend. That wasn't the end at HRX as he did end up winning the @RealmRoyale tournament... @BanKsEsports caught up with him to find out what went down!;2018-11-24;6;31;0.10138888888888889
189;Andrew O'Callaghan;Hugely proud of @OlwynAlexander - a ‘colleague’ since our days in @ucddublin! @PwC @CharteredAccIrl;2018-11-24;2;21;1
191;PWC_PD_Scanner;"B10; Belmont Bay Dr. EDP Caller says she is not a criminal. Also she advised that she was murdered in Illinois.";2018-11-24;1;4;0.2
192;PwC UK;Check out our people living and breathing the FutureOfWork and IntelligentDigital at a PwC and @GoogleCloud_UKI Hackathon in our newly created Frontier Space. Find out more about PwCFrontier:;2018-11-24;34;62;0.3181818181818182
193;PWC_PD_Scanner;"Crash at Rt 1 NB &amp; Gordon Blvd (Rt 123). All lanes of Rt 1 NB are blocked. 1 trapped in vehicle. Battalion Chief 506 requesting helicopter for transport.";2018-11-23;0;3;-0.2
194;Saul Plener;Understand the moments in your employees' lives--both throughout the employee lifecycle and on a day to day basis. - Jean McClellan @PwC_Canada discussing how to build and retain the talent of the future D2D;2018-11-23;2;7;0
195;Jon Terry;"Massive congratulations to @OlwynAlexander, @PwC’s Global Asset &amp;Wealth Management Leader for being deservedly recognised in the WomeninFinanceAwards Ireland.";2018-11-24;1;7;0
196;Marelize Konig;With our @PwC_Canada people and client helping @ChildrensWishON make 24 wishes come true! @CSRjames;2018-11-23;1;10;0.4375
197;James Temple, ESG-P;UP2018 United Way CN Tower Climb: ⁦Team @PwC_Canada⁩ is now 72 people strong and we’re about to crack $30,000 raised for ⁦@UWGreaterTO⁩ - T minus 23 hours!!;2018-11-24;2;7;0.13854166666666667
198;PwC_Luxembourg;Frontalier plays an important role in the Luxembourg, economy and, consequently, the problem of mobility is also tight and bound. May telework be the solution to many problems? Discover in our new podcast Read the article here cbpwcl;2018-11-24;2;2;0.21444805194805194
199;Marelize Konig;Proud @PwC_Canada Elves making wishes come true @ChildrensWishON childrenswish @Kellyhinton;2018-11-23;4;12;0.575
200;Marilyn;Giving gifts and decorating for the holidays. Looking forward to a fun volunteer day with my @PwC_Canada colleagues!;2018-11-23;6;20;0.375
201;Shalini⚡;🔹EY to hire 2000 employees in India, invest $1 Billion for Blockchain, AI🔹PwC's Digital Accelerators Program to have 1000 employees trained in Blockchain🔹Deloitte, KPMG researching Blockchain since years Big 4 is investing in future, so should we!;2018-11-23;20;55;0
202;Marissa Thomas;Very proud to see that @PwC_UK were announced as the Corporate Finance Advisory Firm of the year in yesterdays Dealmakers awards for the Central and East of England region. Huge testament to an incredibly hardworking team.  PwCDeals PwCProud;2018-11-23;20;52;0.35000000000000003
203;Jon Terry;ALM rates PwC a leader for Sourcing Strategy Consulting, noting PwC’s BXT approach.;2018-11-23;0;2;0
204;MIDƐM+;Did you know the live music industry will be worth $31 billion by 2022 according to @PwC? More on this and 4 other hot music industry stats, only on midemblog:;2018-11-23;4;1;0.17689393939393938
205;Andy Woodfield (He/Him);Well done @jessicamacht you’re 48 in this weeks PwC Global Power 100, check out the full listing here PwCGP100 we’re living IntelligentDigital PwCProud;2018-11-23;0;2;0.175
206;Dexerto;Next up in the GetToKnow series with @BanKsEsports we see @Omgimabird step up to the challenge, he may of lived all around the world but what else can we find out about the @NiPGaming @PaladinsPro star? HRX PWC;2018-11-23;4;15;0
207;Andy Woodfield (He/Him);Well done @mnjsmith you’re 326 in this weeks PwC Global Power 100 you climbed 729 places.!! check out the full listing here PwCGP100 we’re living IntelligentDigital PwCProud;2018-11-23;0;2;0.175
208;The Hallé;We are excited! The Hallé Corporate Choir Competition 2018 has kicked off @StollerHall with @DLA_Piper @Together_Money @Woodplc @TPExpressTrains @PwC_NorthWest @SiemensUKNews @BAESystemsplc and the Nightingale and Genesis Prevention Centre HCCC2018;2018-11-23;8;23;0.234375
209;Kien Tan;My timeline is full of well, Oxford Street isn't *that* busy for BlackFriday... Well, @PwC_UK research tells you why!;2018-11-23;3;4;0.2375
210;PwC India;Tune in to @CNBCTV18News at 5 pm on 24 and 25 November 2018 to catch all the action from our roadshows as the who's who of the entrepreneurial community get together to discuss how start-ups can make it to the next level. LevelNXT @LevelNXT18;2018-11-23;0;7;0.05
211;Ratan Jyoti;AI and robotics in the New Healthcare era via @PwC ArtificialIntelligence Cybersecurity Healthtech ML;2018-11-23;40;48;0.13636363636363635
212;Oscar Neira;„If you put a gun on my head and I have to chose one slide to save my life than I would chose that one. You can’t lose if you understand it“ Günther Dobrauz @_GDS77_ from @PwC_Switzerland @News_ZV @DSRPTNdisciples @fintechrockers @APPTT4DSRPTN blockchain crypto;2018-11-23;4;3;0
213;Andy Woodfield (He/Him);Introducing this weeks Global PwC Social Media Superstars // The PwC Global Power 100 is out now. Check out the leaderboard at … via @risedotglobal PwCGP100 PwCProud;2018-11-23;17;42;0.011111111111111112
214;PwC Philippines;ATM at @PwC_Philippines tax seminar: Hon. Catherine T. Manahan, Associate Justice, Court of Tax Appeals, discussing updates on court decisions.;2018-11-23;0;1;0
215;Accountancy Daily;Deloitte takes over from PwC at Lloyds Bank after 153 years via @accountancylive @LBGNews auditchange;2018-11-23;1;1;0
216;PwC Philippines;Open forum on TRAIN and Court of Tax Appeals with speakers from @birgovph and Court of Tax Appeals, moderated by @PwC_Philippines Tax Managing Partner @lim_malou;2018-11-23;0;1;0
217;Joerg Asma;Today: AI in Accounting with outstanding speakers from @FraunhoferIAIS I may join and present about AI in cybersecurity showing a case on informationclassification @pwc_de;2018-11-23;5;8;0.25
218;Keith Hassard;Thanks for coming mate. Events like this exactly what the @PwC_UK mlfrontier is for.;2018-11-23;3;8;0.225
219;Jonathan Williamson;At BEFTA18 awards with @PwC_NI Operate team hoping for the win! goodtogreat PwCNI PwC;2018-11-22;3;7;1
